"# Channel 1"
"# Trace 2"
Frequency, Formatted Data, Formatted Data
+1.39000000000E+008, +2.46438310207E+001, +0.00000000000E+000
+1.40000000000E+008, +2.46600726528E+001, +0.00000000000E+000
+1.41000000000E+008, +2.46609375677E+001, +0.00000000000E+000
+1.42000000000E+008, +2.46639700368E+001, +0.00000000000E+000
+1.43000000000E+008, +2.46866732100E+001, +0.00000000000E+000
+1.44000000000E+008, +2.46810503222E+001, +0.00000000000E+000
+1.45000000000E+008, +2.46842925217E+001, +0.00000000000E+000
+1.46000000000E+008, +2.46863625783E+001, +0.00000000000E+000
+1.47000000000E+008, +2.46754452613E+001, +0.00000000000E+000
+1.48000000000E+008, +2.46849211549E+001, +0.00000000000E+000
+1.49000000000E+008, +2.46785498834E+001, +0.00000000000E+000
+1.50000000000E+008, +2.46850202005E+001, +0.00000000000E+000
+1.51000000000E+008, +2.46665258977E+001, +0.00000000000E+000
+1.52000000000E+008, +2.46516479836E+001, +0.00000000000E+000
+1.53000000000E+008, +2.46456887618E+001, +0.00000000000E+000
+1.54000000000E+008, +2.46386826804E+001, +0.00000000000E+000
+1.55000000000E+008, +2.46290671559E+001, +0.00000000000E+000
+1.56000000000E+008, +2.46106543386E+001, +0.00000000000E+000
+1.57000000000E+008, +2.45930353123E+001, +0.00000000000E+000
+1.58000000000E+008, +2.45821560894E+001, +0.00000000000E+000
+1.59000000000E+008, +2.45502263614E+001, +0.00000000000E+000
+1.60000000000E+008, +2.45503738214E+001, +0.00000000000E+000
+1.61000000000E+008, +2.45050519840E+001, +0.00000000000E+000
+1.62000000000E+008, +2.45051341875E+001, +0.00000000000E+000
+1.63000000000E+008, +2.44946929347E+001, +0.00000000000E+000
+1.64000000000E+008, +2.44979149305E+001, +0.00000000000E+000
+1.65000000000E+008, +2.44832283884E+001, +0.00000000000E+000
+1.66000000000E+008, +2.44720885514E+001, +0.00000000000E+000
+1.67000000000E+008, +2.44624829339E+001, +0.00000000000E+000
+1.68000000000E+008, +2.44402567480E+001, +0.00000000000E+000
+1.69000000000E+008, +2.44517133039E+001, +0.00000000000E+000
+1.70000000000E+008, +2.44300195181E+001, +0.00000000000E+000
+1.71000000000E+008, +2.44237059117E+001, +0.00000000000E+000
+1.72000000000E+008, +2.44325737434E+001, +0.00000000000E+000
+1.73000000000E+008, +2.44095059885E+001, +0.00000000000E+000
+1.74000000000E+008, +2.44178544774E+001, +0.00000000000E+000
+1.75000000000E+008, +2.44338498630E+001, +0.00000000000E+000
+1.76000000000E+008, +2.44314222853E+001, +0.00000000000E+000
+1.77000000000E+008, +2.44240931208E+001, +0.00000000000E+000
+1.78000000000E+008, +2.44253539698E+001, +0.00000000000E+000
+1.79000000000E+008, +2.44331160990E+001, +0.00000000000E+000
+1.80000000000E+008, +2.44554716685E+001, +0.00000000000E+000
+1.81000000000E+008, +2.44427954794E+001, +0.00000000000E+000
+1.82000000000E+008, +2.44539659552E+001, +0.00000000000E+000
+1.83000000000E+008, +2.44762980210E+001, +0.00000000000E+000
+1.84000000000E+008, +2.44731870340E+001, +0.00000000000E+000
+1.85000000000E+008, +2.44770782233E+001, +0.00000000000E+000
+1.86000000000E+008, +2.44837211201E+001, +0.00000000000E+000
+1.87000000000E+008, +2.45170866613E+001, +0.00000000000E+000
+1.88000000000E+008, +2.45291598074E+001, +0.00000000000E+000
+1.89000000000E+008, +2.45307540434E+001, +0.00000000000E+000
+1.90000000000E+008, +2.45443240238E+001, +0.00000000000E+000
+1.91000000000E+008, +2.45587874418E+001, +0.00000000000E+000
+1.92000000000E+008, +2.45479002267E+001, +0.00000000000E+000
+1.93000000000E+008, +2.45675583795E+001, +0.00000000000E+000
+1.94000000000E+008, +2.45834403554E+001, +0.00000000000E+000
+1.95000000000E+008, +2.45623774130E+001, +0.00000000000E+000
+1.96000000000E+008, +2.45592653630E+001, +0.00000000000E+000
+1.97000000000E+008, +2.45666832695E+001, +0.00000000000E+000
+1.98000000000E+008, +2.45736290916E+001, +0.00000000000E+000
+1.99000000000E+008, +2.45772788659E+001, +0.00000000000E+000
+2.00000000000E+008, +2.45838608905E+001, +0.00000000000E+000
+2.01000000000E+008, +2.45952673742E+001, +0.00000000000E+000
+2.02000000000E+008, +2.45905568895E+001, +0.00000000000E+000
+2.03000000000E+008, +2.45796522640E+001, +0.00000000000E+000
+2.04000000000E+008, +2.45933764429E+001, +0.00000000000E+000
+2.05000000000E+008, +2.45966858573E+001, +0.00000000000E+000
+2.06000000000E+008, +2.45937231276E+001, +0.00000000000E+000
+2.07000000000E+008, +2.45767691742E+001, +0.00000000000E+000
+2.08000000000E+008, +2.45640680263E+001, +0.00000000000E+000
